algo_i,algo_j,overlap_ab_t0,overlap_ba_t0,overlap_sym_t0,fragmentation_ab_t0,fragmentation_ba_t0,fragmentation_sym_t0,composite_ab_t0,composite_ba_t0,composite_sym_t0,overlap_ab_t1,overlap_ba_t1,overlap_sym_t1,fragmentation_ab_t1,fragmentation_ba_t1,fragmentation_sym_t1,composite_ab_t1,composite_ba_t1,composite_sym_t1
quickshift,rezsd,0.8976961224082936,0.016324547163362953,0.45701033478582825,0.19093848723840678,0.987476817196573,0.5892076522174898,0.14662118241505662,0.985576135016605,0.5660986587158308,0.9284414872408293,0.01917346633629528,0.4738074767885623,0.1637798947438545,0.9875876123548794,0.575683753549367,0.11766920375151259,0.984207073009292,0.5509381383804023
quickshift,samgeo,0.8589700458532696,0.2848714470836181,0.5719207464684439,0.2028775442417966,0.9863706826443646,0.5946241134430805,0.17195374919426348,0.8507496177803733,0.5113516834873184,0.865246390123035,0.2862500712007291,0.575748230661882,0.18636147115754972,0.9590352783255132,0.5726983747415314,0.1605575405172574,0.8363926035623921,0.4984750720398248
rezsd,felzenszwalb,0.09847416837548417,0.7697056917862839,0.43408993008088403,0.917456793203058,0.33418099847059934,0.6258188958368287,0.9094913124137869,0.2822376533421577,0.5958644828779723,0.20319531071998173,0.8568073237069948,0.5300013172134882,0.8879228771000346,0.1929500608200733,0.5404364689600539,0.8423637831900264,0.16807136855653926,0.5052175758732829
rezsd,meanshift,0.0897627591706539,0.6510238664843928,0.37039331282752336,0.9181605697508184,0.3576624369639119,0.6379115033573651,0.9141989052900823,0.35331928523975953,0.6337590952649209,0.20298081852358169,0.7183886562998405,0.4606847374117111,0.857272558277168,0.31416726137606343,0.5857199098266157,0.8271458698767931,0.29788930253811147,0.5625175862074523
rezsd,quickshift,0.016324547163362953,0.8976961224082936,0.45701033478582825,0.987476817196573,0.19093848723840678,0.5892076522174898,0.985576135016605,0.14662118241505662,0.5660986587158308,0.01917346633629528,0.9284414872408293,0.4738074767885623,0.9875876123548791,0.1637798947438545,0.5756837535493669,0.984207073009292,0.11766920375151259,0.5509381383804023
rezsd,samgeo,0.3898524720893142,0.7358185947824105,0.5628355334358623,0.6315721872399688,0.38801183083389573,0.5097920090369322,0.6208598575753272,0.32609661802574264,0.47347823780053494,0.3443240558783322,0.8250847288676237,0.584704392372978,0.7011865532594779,0.26566659534991394,0.48342657430469593,0.6784312486905728,0.2202909332411451,0.44936109096585897
samgeo,felzenszwalb,0.5527997906698564,0.6824064778423331,0.6176031342560948,0.8560887406111978,0.36064457531607186,0.6083666579636349,0.6516444749706707,0.3391190487368694,0.49538176185377003,0.6249866498632946,0.7093328135680108,0.6671597317156527,0.8627241420593138,0.40209568348974767,0.6324099127745307,0.6188687460980096,0.34638143496086843,0.482625090529439
samgeo,meanshift,0.27174114262930055,0.44415726817042606,0.3579492053998633,0.8684168877770944,0.564760051569575,0.7165884696733347,0.7983378725738969,0.5603013916995745,0.6793196321367356,0.38442964655958073,0.44930686090225563,0.4168682537309182,0.804006935504547,0.6969655373983381,0.7504862364514426,0.7097886444724832,0.6238293382480412,0.6668089913602622
samgeo,quickshift,0.2848714470836181,0.8589700458532696,0.5719207464684439,0.9863706826443646,0.2028775442417966,0.5946241134430805,0.8507496177803733,0.17195374919426348,0.5113516834873184,0.2862500712007291,0.865246390123035,0.575748230661882,0.9590352783255132,0.18636147115754978,0.5726983747415315,0.8363926035623921,0.1605575405172574,0.4984750720398248
samgeo,rezsd,0.7358185947824105,0.3898524720893142,0.5628355334358623,0.38801183083389573,0.6315721872399689,0.5097920090369323,0.32609661802574264,0.6208598575753274,0.473478237800535,0.8250847288676237,0.3443240558783322,0.584704392372978,0.26566659534991394,0.7011865532594779,0.48342657430469593,0.2202909332411451,0.6784312486905728,0.44936109096585897
