algo_i,algo_j,overlap_ab_t0,overlap_ba_t0,overlap_sym_t0,fragmentation_ab_t0,fragmentation_ba_t0,fragmentation_sym_t0,composite_ab_t0,composite_ba_t0,composite_sym_t0,overlap_ab_t1,overlap_ba_t1,overlap_sym_t1,fragmentation_ab_t1,fragmentation_ba_t1,fragmentation_sym_t1,composite_ab_t1,composite_ba_t1,composite_sym_t1
felzenszwalb,meanshift,0.2182101718943824,0.1489119262803473,0.18356104908736487,0.791224437133404,0.8733025964629847,0.8322635167981943,0.7865071326195108,0.8621953350913187,0.8243512338554148,0.2483792309055467,0.24830427077795497,0.24834175084175084,0.7581356015853883,0.8120176670971523,0.7850766343412703,0.7548781853399208,0.7818566981595987,0.7683674417497597
felzenszwalb,quickshift,0.20522045011518697,0.7978353712564239,0.5015279106858055,0.9320717405723016,0.2596741518808631,0.5958729462265824,0.8634256452285574,0.2309193903122196,0.5471725177703884,0.15269395711500977,0.8323466241360977,0.49252029062555375,0.9764775947408905,0.2395326162574834,0.608005105499187,0.9118918188129403,0.20359299606069284,0.5577424074368166
felzenszwalb,rezsd,0.885959241538189,0.06603048024100656,0.47599486088959775,0.2432044290464919,0.9639638476363659,0.6035841383414289,0.17862259375415146,0.9489666836976797,0.5637946387259156,0.8582682970051391,0.1840347332978912,0.5211515151515151,0.23824709798094798,0.8981883286458534,0.5682177133134007,0.18998940048790447,0.857076797673981,0.5235330990809428
felzenszwalb,samgeo,0.829287081339713,0.25770795676058833,0.5434975190501506,0.19418991836139762,0.9086268914421798,0.5514084049017887,0.18245141851084234,0.8254594673407958,0.5039554429258191,0.8762078681552365,0.3180058479532164,0.5971068580542265,0.09637348874022447,0.8320784786713621,0.46422598370579327,0.11008281029249396,0.7570363153590729,0.43355956282578345
meanshift,felzenszwalb,0.1489119262803473,0.2182101718943824,0.18356104908736487,0.8733025964629848,0.791224437133404,0.8322635167981944,0.8621953350913187,0.7865071326195108,0.8243512338554148,0.24830427077795497,0.2483792309055467,0.24834175084175084,0.8120176670971518,0.7581356015853883,0.7850766343412701,0.7818566981595985,0.7548781853399208,0.7683674417497597
meanshift,quickshift,0.027245791245791247,0.34475172780435936,0.1859987595250753,0.9847037361950426,0.706021393316908,0.8453625647559753,0.9787289724746256,0.6806348327562743,0.82968190261545,0.021773524720893143,0.4136728690412901,0.21772319688109162,0.987135770954315,0.6720813057485191,0.8296085383514171,0.982681123116711,0.6292042183536145,0.8059426707351627
meanshift,rezsd,0.7601431862484495,0.09892167286904129,0.4295324295587454,0.25559292321593163,0.9210139080936336,0.5883034156547826,0.2477248684837411,0.9110461176122961,0.5793854930480187,0.7026049973418396,0.14421513379408116,0.42341006556796035,0.31939906975514387,0.8877005020201241,0.603549785887634,0.30839703620665215,0.8717426841130215,0.5900698601598369
meanshift,samgeo,0.4115412014885699,0.1413083466241361,0.276424774056353,0.6155400748264915,0.8835762815070333,0.7495581781667624,0.6019994366689608,0.8711339674414487,0.7365667020552047,0.6637210703526493,0.1855009746588694,0.42461102250575933,0.320878151064059,0.8573300916290841,0.5891041213465715,0.3285785403557049,0.8359145584851073,0.5822465494204061
quickshift,felzenszwalb,0.7978353712564239,0.20522045011518697,0.5015279106858055,0.2596741518808631,0.9320717405723016,0.5958729462265824,0.2309193903122196,0.8634256452285574,0.5471725177703884,0.8323466241360977,0.15269395711500977,0.49252029062555375,0.2395326162574834,0.9764775947408906,0.608005105499187,0.20359299606069284,0.9118918188129403,0.5577424074368166
quickshift,meanshift,0.34475172780435936,0.027245791245791247,0.1859987595250753,0.7060213933169082,0.9847037361950427,0.8453625647559755,0.6806348327562743,0.9787289724746258,0.82968190261545,0.4136728690412901,0.021773524720893143,0.21772319688109162,0.6720813057485193,0.9871357709543153,0.8296085383514173,0.6292042183536146,0.9826811231167111,0.8059426707351629
quickshift,rezsd,0.9602503987240829,0.004292397660818713,0.4822713981924508,0.1394363025944437,0.9974676955709733,0.5684519990827085,0.0895929519351804,0.9965876489550773,0.5430903004451288,0.9552550062023747,0.003943824206982102,0.4795994152046784,0.1612201298879404,0.9968263851880844,0.5790232575380124,0.10298256184278286,0.9964412804905511,0.549711921166667
quickshift,samgeo,0.8992433102959418,0.05806787169945065,0.4786555909976962,0.1995037721837167,0.9948615848353263,0.5971826785095214,0.15013023094388744,0.9683968565679378,0.5592635437559126,0.9293755094807726,0.041636540847067166,0.4855060251639199,0.18611393624790243,0.9964821345016533,0.5912980353747779,0.12836921338356488,0.977422796827293,0.552896005105429
rezsd,felzenszwalb,0.06603048024100656,0.885959241538189,0.47599486088959775,0.9639638476363657,0.2432044290464919,0.6035841383414288,0.9489666836976796,0.17862259375415146,0.5637946387259155,0.1840347332978912,0.8582682970051391,0.5211515151515151,0.8981883286458536,0.23824709798094798,0.5682177133134008,0.8570767976739813,0.18998940048790447,0.5235330990809428
rezsd,meanshift,0.09892167286904129,0.7601431862484495,0.4295324295587454,0.9210139080936336,0.25559292321593163,0.5883034156547826,0.9110461176122961,0.2477248684837411,0.5793854930480187,0.14421513379408116,0.7026049973418396,0.42341006556796035,0.887700502020124,0.31939906975514387,0.603549785887634,0.8717426841130214,0.30839703620665215,0.5900698601598368
rezsd,quickshift,0.004292397660818713,0.9602503987240829,0.4822713981924508,0.9974676955709735,0.1394363025944437,0.5684519990827086,0.9965876489550773,0.0895929519351804,0.5430903004451288,0.003943824206982102,0.9552550062023747,0.4795994152046784,0.9968263851880846,0.1612201298879404,0.5790232575380125,0.9964412804905513,0.10298256184278286,0.549711921166667
