direction,impl,overlap,fragmentation,composite
forward,python,0.8654283182704237,0.19600133314770776,0.16528650743864204
backward,python,0.63067889420521,0.403230055543311,0.38627558066905054
symmetric,python,0.7480536062378168,0.2996156943455094,0.2757810440538463
forward,cuda_cpp,0.865428,0.196001,0.165287
backward,cuda_cpp,0.630679,0.40323,0.386276
symmetric,cuda_cpp,0.748054,0.299616,0.275781
