direction,impl,overlap,fragmentation,composite
forward,python,0.8145267938237966,0.3005754368361104,0.2430243215061569
backward,python,0.7299870247826651,0.32007434576773514,0.29504366049253505
symmetric,python,0.7722569093032308,0.31032489130192276,0.269033990999346
forward,cuda_cpp,0.814527,0.300575,0.243024
backward,cuda_cpp,0.729987,0.320074,0.295044
symmetric,cuda_cpp,0.772257,0.310325,0.269034
