direction,impl,overlap,fragmentation,composite
forward,python,0.7491361702127661,0.3512408207753479,0.3010523252812909
backward,python,0.7332751773049646,0.3605258297737111,0.3136253262343732
symmetric,python,0.7412056737588654,0.3558833252745295,0.30733882575783206
forward,cuda_cpp,0.749136,0.351241,0.301052
backward,cuda_cpp,0.733275,0.360526,0.313625
symmetric,cuda_cpp,0.741206,0.355883,0.307339
